code,title,category,subcategory,base,Group_a,Group_b,Group_ls,Croup_Ch_B
ОРД-8205,Дуги спокрытием,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКАЯ НЕСЪЕМНАЯ АППАРАТУРА,"8.400,00 ₽",,,,
ОРД-8206,Керамические брекеты,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКАЯ НЕСЪЕМНАЯ АППАРАТУРА,"30.000,00 ₽",,,,
ОРД-8207,Композитные брекеты,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКАЯ НЕСЪЕМНАЯ АППАРАТУРА,"24.000,00 ₽",,,,
ОРД-8208,"Лингвальная техника ""Инкогнито"" Light",Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКАЯ НЕСЪЕМНАЯ АППАРАТУРА,"66.000,00 ₽",,,,
ОРД-8209,Металлические брекеты,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКАЯ НЕСЪЕМНАЯ АППАРАТУРА,"18.000,00 ₽",,,,
ОРД-8210,Позолоченные брекеты,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКАЯ НЕСЪЕМНАЯ АППАРАТУРА,"39.600,00 ₽",,,,
ОРД-8211,Сапфировые брекеты,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКАЯ НЕСЪЕМНАЯ АППАРАТУРА,"36.000,00 ₽",,,,
ОРД-8400,"Лечение на аппарате""губной бампер Корна""",Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"7.920,00 ₽",,,,
ОРД-8401,Припасовка и фиксация бандажного кольца,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"960,00 ₽",,,,
ОРД-8402,Снятие одного брекета,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"600,00 ₽",,,,
ОРД-8403,Установка одного эластичного сепаратора,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"415,00 ₽",,,,
ОРД-8404,Фиксация одного брекета (вестибулярно),Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"1.795,00 ₽",,,,
ОРД-8405,Фиксация одного брекета (лингвально),Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"2.640,00 ₽",,,,
ОРД-8406,Фиксация ортодонтической кнопки,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"1.400,00 ₽",,,,
ОРД-8407,Формирование окклюзионных накладок фотополимерным материалом,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"1.560,00 ₽",,,,
ОРД-8408,Формирование упора на небной или вестибулярной поверхности зуба,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"720,00 ₽",,,,
ОРД-08,Ортодонтия на несъемной аппаратуре,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"0,00 ₽",,,,
ОРД-8000,Аппарат (кольцо петля),Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"4.800,00 ₽",,,,
ОРД-А16.07.047.001,"Виртуальный 3D план с моделированием движения корней и коронок зубов, глубокий анализ КЛКТ для коррекции элайнерами 3D Smile",Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"15.600,00 ₽",,,,
ОРД-А16.07.047.001П,"Виртуальный 3D план с моделированием движения корней и коронок зубов, глубокий анализ КЛКТ для коррекции элайнерами 3D Smile",Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"62.400,00 ₽",,,,
